Time,Text
2022-11-18 22:47:27+00:00,b'RT @Ajibonwaa: Thanks very much Mr Peter Obi this is the reason we are voting for a new Nigerian! Pls hear him CEO Buggit Nig Ltd https://t\xe2\x80\xa6'
2022-11-18 22:47:26+00:00,b'RT @firstladyship: This is Street Credibility. Peter Obi is not your mate. Can you fight GRACE? \xf0\x9f\x92\xaa\xf0\x9f\x91\x8f https://t.co/m0HEqDeoHg'
2022-11-18 22:47:22+00:00,"b""RT @dokubohilda: Nigerians do not allow any confused being to confuse you with all what not. This is he. I can't wait for us to start the p\xe2\x80\xa6"""
2022-11-18 22:47:22+00:00,b'@frankie_Wilies @fon4gud @MissPearls He lies on everything under the Sun. He is a lie. His candidacy is a lie. His\xe2\x80\xa6 https://t.co/fGXGfdoJZs'
2022-11-18 22:47:19+00:00,"b'RT @renoomokri: Peter Obi approaches governance like a trader, not like a leader. A leader thinks of those he leads. A trader thinks only o\xe2\x80\xa6'"
2022-11-18 22:47:15+00:00,"b'RT @VictorIsrael_: Bringing this video back for those who didn\xe2\x80\x99t see it. Governor Wike sent stray bullets to Tinubu, Buhari and APC at the\xe2\x80\xa6'"
2022-11-18 22:47:11+00:00,"b""RT @KcUzoka: Lawyers for Peter Obi @Lawyers4PetaObi is working with a team of Data Analysts and other Peter Obi's support groups to analyze\xe2\x80\xa6"""
2022-11-18 22:47:11+00:00,b'RT @trending_medic: Never seen Anambra this much In statistics until Peter Obi started contesting for President.\n\nNow it\xe2\x80\x99s paired with Lago\xe2\x80\xa6'
2022-11-18 22:47:10+00:00,"b""RT @urchilla01: Peter Obi should never stop saying that he didn't steal state funds as a governor. He should keep screaming it &amp; reminding\xe2\x80\xa6"""
2022-11-18 22:47:09+00:00,b'RT @Nedumcity_: @PeterObi @rudeboypsquare @PeterPsquare Happy birthday beautiful souls. Next year your birthday will be celebrated glorious\xe2\x80\xa6'
